modul,einheit,zyklus,domaene,kennzahl,wert,art,quelle,hinweis
M479 (Karte),Malaysia,2018,read,Mittelwert,415,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Malaysia,2018,sci,Mittelwert,438,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Brunei Darussalam,2022,sci,Mittelwert,446,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Brunei Darussalam,2022,read,Mittelwert,429,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Brunei Darussalam,2022,math,Mittelwert,442,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Brunei Darussalam,2018,math,Mittelwert,429,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Brunei Darussalam,2018,read,Mittelwert,409,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Brunei Darussalam,2018,sci,Mittelwert,431,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Qatar,2022,sci,Mittelwert,432,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Qatar,2022,read,Mittelwert,419,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Qatar,2022,math,Mittelwert,414,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Qatar,2012,math,Mittelwert,377,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Qatar,2012,read,Mittelwert,388,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Qatar,2012,sci,Mittelwert,384,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Qatar,2015,math,Mittelwert,402,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Qatar,2015,read,Mittelwert,402,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Qatar,2015,sci,Mittelwert,417,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Qatar,2018,math,Mittelwert,415,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Qatar,2018,read,Mittelwert,407,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Qatar,2018,sci,Mittelwert,419,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2012,math,Mittelwert,395,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2012,read,Mittelwert,394,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2012,sci,Mittelwert,398,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2015,math,Mittelwert,412,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2015,read,Mittelwert,405,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2015,sci,Mittelwert,427,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2018,math,Mittelwert,437,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2018,read,Mittelwert,405,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2018,sci,Mittelwert,416,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2022,math,Mittelwert,368,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2022,read,Mittelwert,358,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Albania,2022,sci,Mittelwert,375,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Argentina,2022,sci,Mittelwert,406,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Argentina,2022,read,Mittelwert,401,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Argentina,2022,math,Mittelwert,378,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Argentina,2012,math,Mittelwert,388,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Argentina,2012,read,Mittelwert,396,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Argentina,2012,sci,Mittelwert,406,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Argentina,2018,math,Mittelwert,380,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Argentina,2018,read,Mittelwert,401,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Argentina,2018,sci,Mittelwert,406,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Saudi Arabia,2022,sci,Mittelwert,390,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Saudi Arabia,2022,read,Mittelwert,383,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Saudi Arabia,2022,math,Mittelwert,389,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Saudi Arabia,2018,math,Mittelwert,374,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Saudi Arabia,2018,read,Mittelwert,399,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Saudi Arabia,2018,sci,Mittelwert,386,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Thailand,2022,sci,Mittelwert,409,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Thailand,2022,read,Mittelwert,379,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Thailand,2022,math,Mittelwert,394,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Thailand,2012,math,Mittelwert,427,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Thailand,2012,read,Mittelwert,441,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Thailand,2012,sci,Mittelwert,444,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Thailand,2015,math,Mittelwert,415,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Thailand,2015,read,Mittelwert,408,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Thailand,2015,sci,Mittelwert,422,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Thailand,2018,math,Mittelwert,418,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Thailand,2018,read,Mittelwert,393,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Thailand,2018,sci,Mittelwert,425,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),North Macedonia,2022,sci,Mittelwert,380,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),North Macedonia,2022,read,Mittelwert,358,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),North Macedonia,2022,math,Mittelwert,389,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),North Macedonia,2015,math,Mittelwert,372,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),North Macedonia,2015,read,Mittelwert,352,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),North Macedonia,2015,sci,Mittelwert,384,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),North Macedonia,2018,math,Mittelwert,393,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),North Macedonia,2018,read,Mittelwert,392,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),North Macedonia,2018,sci,Mittelwert,412,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kazakhstan,2022,sci,Mittelwert,423,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Kazakhstan,2022,read,Mittelwert,386,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Kazakhstan,2022,math,Mittelwert,425,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Kazakhstan,2012,math,Mittelwert,432,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kazakhstan,2012,read,Mittelwert,393,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kazakhstan,2012,sci,Mittelwert,424,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kazakhstan,2018,math,Mittelwert,423,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kazakhstan,2018,read,Mittelwert,387,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kazakhstan,2018,sci,Mittelwert,396,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Georgia,2022,sci,Mittelwert,384,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Georgia,2022,read,Mittelwert,374,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Georgia,2022,math,Mittelwert,390,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Georgia,2015,math,Mittelwert,405,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Georgia,2015,read,Mittelwert,402,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Georgia,2015,sci,Mittelwert,411,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Georgia,2018,math,Mittelwert,399,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Georgia,2018,read,Mittelwert,380,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Georgia,2018,sci,Mittelwert,383,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Morocco,2022,sci,Mittelwert,365,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Morocco,2022,read,Mittelwert,339,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Morocco,2022,math,Mittelwert,365,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Morocco,2018,math,Mittelwert,369,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Morocco,2018,read,Mittelwert,360,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Morocco,2018,sci,Mittelwert,378,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Lebanon,2015,math,Mittelwert,398,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Lebanon,2015,read,Mittelwert,347,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Lebanon,2015,sci,Mittelwert,387,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Lebanon,2018,math,Mittelwert,394,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Lebanon,2018,read,Mittelwert,353,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Lebanon,2018,sci,Mittelwert,385,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kosovo,2022,sci,Mittelwert,357,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Kosovo,2022,read,Mittelwert,342,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Kosovo,2022,math,Mittelwert,355,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Kosovo,2015,math,Mittelwert,362,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kosovo,2015,read,Mittelwert,347,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kosovo,2015,sci,Mittelwert,378,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kosovo,2018,math,Mittelwert,365,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kosovo,2018,read,Mittelwert,352,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Kosovo,2018,sci,Mittelwert,365,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Dominican Republic,2022,sci,Mittelwert,360,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Dominican Republic,2022,read,Mittelwert,351,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Dominican Republic,2022,math,Mittelwert,339,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Dominican Republic,2015,math,Mittelwert,329,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Dominican Republic,2015,read,Mittelwert,358,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Dominican Republic,2015,sci,Mittelwert,331,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Dominican Republic,2018,math,Mittelwert,324,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Dominican Republic,2018,read,Mittelwert,341,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Dominican Republic,2018,sci,Mittelwert,335,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Philippines,2022,sci,Mittelwert,356,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Philippines,2022,read,Mittelwert,346,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Philippines,2022,math,Mittelwert,355,DERIVED_OFFICIAL,2025-Mittelwert − offizielle Veränderung 2022→2025 (Table I.2.6),
M479 (Karte),Philippines,2018,math,Mittelwert,352,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Philippines,2018,read,Mittelwert,340,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M479 (Karte),Philippines,2018,sci,Mittelwert,358,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
