modul,einheit,zyklus,domaene,kennzahl,wert,art,quelle,hinweis
M479/M480,B-S-J-Z (China),2025,sci,Mittelwert,597.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,B-S-J-Z (China),2025,sci,SE (aus 95-%-KI),2.04,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,B-S-J-Z (China),2025,sci,Rangspanne (alle),1–1,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,B-S-J-Z (China),2025,read,Mittelwert,526.5,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,B-S-J-Z (China),2025,read,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,B-S-J-Z (China),2025,read,Rangspanne (alle),1–2,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,B-S-J-Z (China),2025,math,Mittelwert,612.4,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,B-S-J-Z (China),2025,math,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,B-S-J-Z (China),2025,math,Rangspanne (alle),1–1,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,B-S-J-Z (China),2025,cps,Mittelwert,560.3,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,B-S-J-Z (China),2025,cps,SE (aus 95-%-KI),1.53,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,B-S-J-Z (China),2025,cps,Rangspanne (alle),2–4,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479,B-S-J-Z (China),2025,sci,P10,481.9,OFFICIAL_STATLINK,Figure I.2.1,
M479,B-S-J-Z (China),2025,sci,P25,542.0,OFFICIAL_STATLINK,Figure I.2.1,
M479,B-S-J-Z (China),2025,sci,P50,602.5,OFFICIAL_STATLINK,Figure I.2.1,
M479,B-S-J-Z (China),2025,sci,P75,658.0,OFFICIAL_STATLINK,Figure I.2.1,
M479,B-S-J-Z (China),2025,sci,P90,705.0,OFFICIAL_STATLINK,Figure I.2.1,
M479/M480,B-S-J-Z (China),2025,sci,P90−P10,223.0,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M479/M480,B-S-J-Z (China),2025,sci,unter Stufe 2 (%),2.5,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M479/M480,B-S-J-Z (China),2025,sci,Stufe 5–6 (%),35.6,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M479/M480,Singapore,2025,sci,Mittelwert,559.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Singapore,2025,sci,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Singapore,2025,sci,Rangspanne (alle),2–2,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Singapore,2025,read,Mittelwert,534.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Singapore,2025,read,SE (aus 95-%-KI),2.04,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Singapore,2025,read,Rangspanne (alle),1–2,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Singapore,2025,math,Mittelwert,562.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Singapore,2025,math,SE (aus 95-%-KI),1.53,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Singapore,2025,math,Rangspanne (alle),2–2,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Singapore,2025,cps,Mittelwert,563.5,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Singapore,2025,cps,SE (aus 95-%-KI),1.28,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Singapore,2025,cps,Rangspanne (alle),2–4,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479,Singapore,2025,sci,P10,410.6,OFFICIAL_STATLINK,Figure I.2.1,
M479,Singapore,2025,sci,P25,491.2,OFFICIAL_STATLINK,Figure I.2.1,
M479,Singapore,2025,sci,P50,571.4,OFFICIAL_STATLINK,Figure I.2.1,
M479,Singapore,2025,sci,P75,636.2,OFFICIAL_STATLINK,Figure I.2.1,
M479,Singapore,2025,sci,P90,686.6,OFFICIAL_STATLINK,Figure I.2.1,
M479/M480,Singapore,2025,sci,P90−P10,276.0,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M479/M480,Singapore,2025,sci,unter Stufe 2 (%),9.9,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M479/M480,Singapore,2025,sci,Stufe 5–6 (%),26.1,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M479,Singapore,2022→2025,sci,Veränderung (n. s.),-1.6,OFFICIAL_STATLINK,Table I.2.6,
M479,Singapore,2022→2025,read,Veränderung (sig.),-7.7,OFFICIAL_STATLINK,Table I.2.6,
M479,Singapore,2022→2025,math,Veränderung (sig.),-11.8,OFFICIAL_STATLINK,Table I.2.6,
M479,Singapore,10 Jahre,sci,Dezennaltrend (sig.),7.3,OFFICIAL_STATLINK,Table I.2.9,
M479,Singapore,10 Jahre,read,Dezennaltrend (n. s.),-2.6,OFFICIAL_STATLINK,Table I.2.9,
M479,Singapore,10 Jahre,math,Dezennaltrend (n. s.),0.8,OFFICIAL_STATLINK,Table I.2.9,
M479/M480,Macao (China),2025,sci,Mittelwert,540.8,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Macao (China),2025,sci,SE (aus 95-%-KI),1.02,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Macao (China),2025,sci,Rangspanne (alle),3–5,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Macao (China),2025,read,Mittelwert,501.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Macao (China),2025,read,SE (aus 95-%-KI),1.02,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Macao (China),2025,read,Rangspanne (alle),3–11,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Macao (China),2025,math,Mittelwert,549.3,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Macao (China),2025,math,SE (aus 95-%-KI),1.28,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Macao (China),2025,math,Rangspanne (alle),3–4,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Macao (China),2025,cps,Mittelwert,571.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Macao (China),2025,cps,SE (aus 95-%-KI),1.02,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Macao (China),2025,cps,Rangspanne (alle),1–1,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479,Macao (China),2025,sci,P10,423.1,OFFICIAL_STATLINK,Figure I.2.1,
M479,Macao (China),2025,sci,P25,484.6,OFFICIAL_STATLINK,Figure I.2.1,
M479,Macao (China),2025,sci,P50,545.8,OFFICIAL_STATLINK,Figure I.2.1,
M479,Macao (China),2025,sci,P75,603.1,OFFICIAL_STATLINK,Figure I.2.1,
M479,Macao (China),2025,sci,P90,649.8,OFFICIAL_STATLINK,Figure I.2.1,
M479/M480,Macao (China),2025,sci,P90−P10,226.7,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M479/M480,Macao (China),2025,sci,unter Stufe 2 (%),7.9,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M479/M480,Macao (China),2025,sci,Stufe 5–6 (%),14.5,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M479,Macao (China),2022→2025,sci,Veränderung (n. s.),-2.3,OFFICIAL_STATLINK,Table I.2.6,
M479,Macao (China),2022→2025,read,Veränderung (sig.),-9.4,OFFICIAL_STATLINK,Table I.2.6,
M479,Macao (China),2022→2025,math,Veränderung (n. s.),-2.6,OFFICIAL_STATLINK,Table I.2.6,
M479,Macao (China),10 Jahre,sci,Dezennaltrend (sig.),10.4,OFFICIAL_STATLINK,Table I.2.9,
M479,Macao (China),10 Jahre,read,Dezennaltrend (sig.),-11.7,OFFICIAL_STATLINK,Table I.2.9,
M479,Macao (China),10 Jahre,math,Dezennaltrend (n. s.),2.8,OFFICIAL_STATLINK,Table I.2.9,
M479/M480,Chinese Taipei,2025,sci,Mittelwert,539.7,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Chinese Taipei,2025,sci,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Chinese Taipei,2025,sci,Rangspanne (alle),3–5,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Chinese Taipei,2025,read,Mittelwert,507.8,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Chinese Taipei,2025,read,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Chinese Taipei,2025,read,Rangspanne (alle),3–10,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Chinese Taipei,2025,math,Mittelwert,546.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Chinese Taipei,2025,math,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Chinese Taipei,2025,math,Rangspanne (alle),3–4,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Chinese Taipei,2025,cps,Mittelwert,550.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Chinese Taipei,2025,cps,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Chinese Taipei,2025,cps,Rangspanne (alle),4–6,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479,Chinese Taipei,2025,sci,P10,390.7,OFFICIAL_STATLINK,Figure I.2.1,
M479,Chinese Taipei,2025,sci,P25,467.7,OFFICIAL_STATLINK,Figure I.2.1,
M479,Chinese Taipei,2025,sci,P50,548.2,OFFICIAL_STATLINK,Figure I.2.1,
M479,Chinese Taipei,2025,sci,P75,618.2,OFFICIAL_STATLINK,Figure I.2.1,
M479,Chinese Taipei,2025,sci,P90,672.0,OFFICIAL_STATLINK,Figure I.2.1,
M479/M480,Chinese Taipei,2025,sci,P90−P10,281.4,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M479/M480,Chinese Taipei,2025,sci,unter Stufe 2 (%),12.9,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M479/M480,Chinese Taipei,2025,sci,Stufe 5–6 (%),20.1,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M479,Chinese Taipei,2022→2025,sci,Veränderung (n. s.),2.3,OFFICIAL_STATLINK,Table I.2.6,
M479,Chinese Taipei,2022→2025,read,Veränderung (n. s.),-7.4,OFFICIAL_STATLINK,Table I.2.6,
M479,Chinese Taipei,2022→2025,math,Veränderung (n. s.),-0.9,OFFICIAL_STATLINK,Table I.2.6,
M479,Chinese Taipei,10 Jahre,sci,Dezennaltrend (sig.),13.8,OFFICIAL_STATLINK,Table I.2.9,
M479,Chinese Taipei,10 Jahre,read,Dezennaltrend (sig.),13.5,OFFICIAL_STATLINK,Table I.2.9,
M479,Chinese Taipei,10 Jahre,math,Dezennaltrend (n. s.),8.8,OFFICIAL_STATLINK,Table I.2.9,
M479/M480,Japan,2025,sci,Mittelwert,537.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Japan,2025,sci,SE (aus 95-%-KI),3.83,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Japan,2025,sci,Rangspanne (alle),3–7,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Japan,2025,read,Mittelwert,502.7,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Japan,2025,read,SE (aus 95-%-KI),3.83,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Japan,2025,read,Rangspanne (alle),3–12,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Japan,2025,math,Mittelwert,525.4,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Japan,2025,math,SE (aus 95-%-KI),4.34,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Japan,2025,math,Rangspanne (alle),5–7,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Japan,2025,cps,Mittelwert,557.3,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Japan,2025,cps,SE (aus 95-%-KI),3.32,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Japan,2025,cps,Rangspanne (alle),2–5,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479,Japan,2025,sci,P10,401.0,OFFICIAL_STATLINK,Figure I.2.1,
M479,Japan,2025,sci,P25,470.7,OFFICIAL_STATLINK,Figure I.2.1,
M479,Japan,2025,sci,P50,544.3,OFFICIAL_STATLINK,Figure I.2.1,
M479,Japan,2025,sci,P75,608.5,OFFICIAL_STATLINK,Figure I.2.1,
M479,Japan,2025,sci,P90,661.4,OFFICIAL_STATLINK,Figure I.2.1,
M479/M480,Japan,2025,sci,P90−P10,260.4,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M479/M480,Japan,2025,sci,unter Stufe 2 (%),11.3,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M479/M480,Japan,2025,sci,Stufe 5–6 (%),17.2,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M479,Japan,2022→2025,sci,Veränderung (n. s.),-9.0,OFFICIAL_STATLINK,Table I.2.6,
M479,Japan,2022→2025,read,Veränderung (sig.),-13.1,OFFICIAL_STATLINK,Table I.2.6,
M479,Japan,2022→2025,math,Veränderung (n. s.),-10.2,OFFICIAL_STATLINK,Table I.2.6,
M479,Japan,10 Jahre,sci,Dezennaltrend (n. s.),5.3,OFFICIAL_STATLINK,Table I.2.9,
M479,Japan,10 Jahre,read,Dezennaltrend (n. s.),-7.3,OFFICIAL_STATLINK,Table I.2.9,
M479,Japan,10 Jahre,math,Dezennaltrend (n. s.),-3.1,OFFICIAL_STATLINK,Table I.2.9,
M479/M480,Estonia,2025,sci,Mittelwert,527.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Estonia,2025,sci,SE (aus 95-%-KI),2.3,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Estonia,2025,sci,Rangspanne (alle),5–7,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Estonia,2025,read,Mittelwert,499.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Estonia,2025,read,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Estonia,2025,read,Rangspanne (alle),3–13,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Estonia,2025,math,Mittelwert,507.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Estonia,2025,math,SE (aus 95-%-KI),2.3,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Estonia,2025,math,Rangspanne (alle),8–9,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Estonia,2025,cps,Mittelwert,540.7,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Estonia,2025,cps,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Estonia,2025,cps,Rangspanne (alle),6–8,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479,Estonia,2025,sci,P10,409.8,OFFICIAL_STATLINK,Figure I.2.1,
M479,Estonia,2025,sci,P25,466.4,OFFICIAL_STATLINK,Figure I.2.1,
M479,Estonia,2025,sci,P50,529.7,OFFICIAL_STATLINK,Figure I.2.1,
M479,Estonia,2025,sci,P75,588.9,OFFICIAL_STATLINK,Figure I.2.1,
M479,Estonia,2025,sci,P90,639.5,OFFICIAL_STATLINK,Figure I.2.1,
M479/M480,Estonia,2025,sci,P90−P10,229.7,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M479/M480,Estonia,2025,sci,unter Stufe 2 (%),9.9,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M479/M480,Estonia,2025,sci,Stufe 5–6 (%),11.3,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M479,Estonia,2022→2025,sci,Veränderung (n. s.),1.3,OFFICIAL_STATLINK,Table I.2.6,
M479,Estonia,2022→2025,read,Veränderung (sig.),-11.8,OFFICIAL_STATLINK,Table I.2.6,
M479,Estonia,2022→2025,math,Veränderung (n. s.),-2.1,OFFICIAL_STATLINK,Table I.2.6,
M479,Estonia,10 Jahre,sci,Dezennaltrend (n. s.),-7.6,OFFICIAL_STATLINK,Table I.2.9,
M479,Estonia,10 Jahre,read,Dezennaltrend (sig.),-21.3,OFFICIAL_STATLINK,Table I.2.9,
M479,Estonia,10 Jahre,math,Dezennaltrend (sig.),-14.7,OFFICIAL_STATLINK,Table I.2.9,
M479/M480,Korea,2025,sci,Mittelwert,526.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Korea,2025,sci,SE (aus 95-%-KI),3.32,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Korea,2025,sci,Rangspanne (alle),5–7,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Korea,2025,read,Mittelwert,500.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Korea,2025,read,SE (aus 95-%-KI),3.32,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Korea,2025,read,Rangspanne (alle),3–13,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Korea,2025,math,Mittelwert,522.3,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Korea,2025,math,SE (aus 95-%-KI),3.83,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Korea,2025,math,Rangspanne (alle),5–7,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Korea,2025,cps,Mittelwert,537.7,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Korea,2025,cps,SE (aus 95-%-KI),2.81,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Korea,2025,cps,Rangspanne (alle),6–10,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479,Korea,2025,sci,P10,384.1,OFFICIAL_STATLINK,Figure I.2.1,
M479,Korea,2025,sci,P25,458.5,OFFICIAL_STATLINK,Figure I.2.1,
M479,Korea,2025,sci,P50,534.2,OFFICIAL_STATLINK,Figure I.2.1,
M479,Korea,2025,sci,P75,599.2,OFFICIAL_STATLINK,Figure I.2.1,
M479,Korea,2025,sci,P90,653.8,OFFICIAL_STATLINK,Figure I.2.1,
M479/M480,Korea,2025,sci,P90−P10,269.7,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M479/M480,Korea,2025,sci,unter Stufe 2 (%),14.2,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M479/M480,Korea,2025,sci,Stufe 5–6 (%),14.7,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M479,Korea,2022→2025,sci,Veränderung (n. s.),-1.7,OFFICIAL_STATLINK,Table I.2.6,
M479,Korea,2022→2025,read,Veränderung (sig.),-14.9,OFFICIAL_STATLINK,Table I.2.6,
M479,Korea,2022→2025,math,Veränderung (n. s.),-5.0,OFFICIAL_STATLINK,Table I.2.6,
M479,Korea,10 Jahre,sci,Dezennaltrend (sig.),11.9,OFFICIAL_STATLINK,Table I.2.9,
M479,Korea,10 Jahre,read,Dezennaltrend (sig.),-14.1,OFFICIAL_STATLINK,Table I.2.9,
M479,Korea,10 Jahre,math,Dezennaltrend (n. s.),-1.1,OFFICIAL_STATLINK,Table I.2.9,
M479/M480,United Kingdom,2025,sci,Mittelwert,511.4,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,United Kingdom,2025,sci,SE (aus 95-%-KI),2.04,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,United Kingdom,2025,sci,Rangspanne (alle),8–14,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,United Kingdom,2025,read,Mittelwert,494.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,United Kingdom,2025,read,SE (aus 95-%-KI),2.04,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,United Kingdom,2025,read,Rangspanne (alle),4–13,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,United Kingdom,2025,math,Mittelwert,487.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,United Kingdom,2025,math,SE (aus 95-%-KI),2.3,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,United Kingdom,2025,math,Rangspanne (alle),10–18,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,United Kingdom,2025,cps,Mittelwert,522.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,United Kingdom,2025,cps,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,United Kingdom,2025,cps,Rangspanne (alle),11–15,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479,United Kingdom,2025,sci,P10,373.8,OFFICIAL_STATLINK,Figure I.2.1,
M479,United Kingdom,2025,sci,P25,437.9,OFFICIAL_STATLINK,Figure I.2.1,
M479,United Kingdom,2025,sci,P50,512.1,OFFICIAL_STATLINK,Figure I.2.1,
M479,United Kingdom,2025,sci,P75,585.4,OFFICIAL_STATLINK,Figure I.2.1,
M479,United Kingdom,2025,sci,P90,646.5,OFFICIAL_STATLINK,Figure I.2.1,
M479/M480,United Kingdom,2025,sci,P90−P10,272.7,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M479/M480,United Kingdom,2025,sci,unter Stufe 2 (%),17.4,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M479/M480,United Kingdom,2025,sci,Stufe 5–6 (%),12.6,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M479,United Kingdom,2022→2025,sci,Veränderung (sig.),11.7,OFFICIAL_STATLINK,Table I.2.6,
M479,United Kingdom,2022→2025,read,Veränderung (n. s.),-0.2,OFFICIAL_STATLINK,Table I.2.6,
M479,United Kingdom,2022→2025,math,Veränderung (n. s.),-1.4,OFFICIAL_STATLINK,Table I.2.6,
M479,United Kingdom,10 Jahre,sci,Dezennaltrend (n. s.),0.1,OFFICIAL_STATLINK,Table I.2.9,
M479,United Kingdom,10 Jahre,read,Dezennaltrend (n. s.),-6.5,OFFICIAL_STATLINK,Table I.2.9,
M479,United Kingdom,10 Jahre,math,Dezennaltrend (sig.),-8.6,OFFICIAL_STATLINK,Table I.2.9,
M479/M480,Canada,2025,sci,Mittelwert,510.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Canada,2025,sci,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Canada,2025,sci,Rangspanne (alle),8–14,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Canada,2025,read,Mittelwert,489.8,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Canada,2025,read,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Canada,2025,read,Rangspanne (alle),6–15,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Canada,2025,math,Mittelwert,485.3,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Canada,2025,math,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Canada,2025,math,Rangspanne (alle),10–19,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,Canada,2025,cps,Mittelwert,524.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,Canada,2025,cps,SE (aus 95-%-KI),1.53,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,Canada,2025,cps,Rangspanne (alle),9–15,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479,Canada,2025,sci,P10,378.6,OFFICIAL_STATLINK,Figure I.2.1,
M479,Canada,2025,sci,P25,442.1,OFFICIAL_STATLINK,Figure I.2.1,
M479,Canada,2025,sci,P50,512.5,OFFICIAL_STATLINK,Figure I.2.1,
M479,Canada,2025,sci,P75,580.0,OFFICIAL_STATLINK,Figure I.2.1,
M479,Canada,2025,sci,P90,636.3,OFFICIAL_STATLINK,Figure I.2.1,
M479/M480,Canada,2025,sci,P90−P10,257.6,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M479/M480,Canada,2025,sci,unter Stufe 2 (%),16.3,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M479/M480,Canada,2025,sci,Stufe 5–6 (%),10.6,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M479,Canada,2022→2025,sci,Veränderung (n. s.),-5.0,OFFICIAL_STATLINK,Table I.2.6,
M479,Canada,2022→2025,read,Veränderung (sig.),-17.3,OFFICIAL_STATLINK,Table I.2.6,
M479,Canada,2022→2025,math,Veränderung (sig.),-11.6,OFFICIAL_STATLINK,Table I.2.6,
M479,Canada,10 Jahre,sci,Dezennaltrend (sig.),-16.2,OFFICIAL_STATLINK,Table I.2.9,
M479,Canada,10 Jahre,read,Dezennaltrend (sig.),-36.2,OFFICIAL_STATLINK,Table I.2.9,
M479,Canada,10 Jahre,math,Dezennaltrend (sig.),-31.3,OFFICIAL_STATLINK,Table I.2.9,
M479/M480,New Zealand,2025,sci,Mittelwert,509.4,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,New Zealand,2025,sci,SE (aus 95-%-KI),2.3,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,New Zealand,2025,sci,Rangspanne (alle),8–15,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,New Zealand,2025,read,Mittelwert,497.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,New Zealand,2025,read,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,New Zealand,2025,read,Rangspanne (alle),3–13,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,New Zealand,2025,math,Mittelwert,479.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,New Zealand,2025,math,SE (aus 95-%-KI),2.3,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,New Zealand,2025,math,Rangspanne (alle),10–21,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479/M480,New Zealand,2025,cps,Mittelwert,530.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M479/M480,New Zealand,2025,cps,SE (aus 95-%-KI),1.53,DERIVED_CI,"KI-Breite/(2·1,96)",
M479,New Zealand,2025,cps,Rangspanne (alle),8–11,OFFICIAL_STATLINK,Table I.2.o3–o6,
M479,New Zealand,2025,sci,P10,366.4,OFFICIAL_STATLINK,Figure I.2.1,
M479,New Zealand,2025,sci,P25,432.1,OFFICIAL_STATLINK,Figure I.2.1,
