modul,einheit,zyklus,domaene,kennzahl,wert,art,quelle,hinweis
M302,Mauritius,2025,math,Rangspanne (alle),47–62,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Mauritius,2025,sci,P10,303.5,OFFICIAL_STATLINK,Figure I.2.1,
M302,Mauritius,2025,sci,P25,363.4,OFFICIAL_STATLINK,Figure I.2.1,
M302,Mauritius,2025,sci,P50,438.3,OFFICIAL_STATLINK,Figure I.2.1,
M302,Mauritius,2025,sci,P75,510.6,OFFICIAL_STATLINK,Figure I.2.1,
M302,Mauritius,2025,sci,P90,572.3,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Mauritius,2025,sci,P90−P10,268.9,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Mauritius,2025,sci,unter Stufe 2 (%),39.8,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Mauritius,2025,sci,Stufe 5–6 (%),2.6,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302/M301,Uzbekistan,2025,sci,Mittelwert,437.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Uzbekistan,2025,sci,SE (aus 95-%-KI),2.81,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Uzbekistan,2025,sci,Rangspanne (alle),41–55,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Uzbekistan,2025,cps,Mittelwert,402.4,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Uzbekistan,2025,cps,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Uzbekistan,2025,cps,Rangspanne (alle),69–74,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Uzbekistan,2025,sci,P10,350.2,OFFICIAL_STATLINK,Figure I.2.1,
M302,Uzbekistan,2025,sci,P25,389.9,OFFICIAL_STATLINK,Figure I.2.1,
M302,Uzbekistan,2025,sci,P50,435.5,OFFICIAL_STATLINK,Figure I.2.1,
M302,Uzbekistan,2025,sci,P75,483.1,OFFICIAL_STATLINK,Figure I.2.1,
M302,Uzbekistan,2025,sci,P90,527.8,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Uzbekistan,2025,sci,P90−P10,177.6,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Uzbekistan,2025,sci,unter Stufe 2 (%),35.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Uzbekistan,2025,sci,Stufe 5–6 (%),0.5,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302/M301,Montenegro,2025,sci,Mittelwert,435.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Montenegro,2025,sci,SE (aus 95-%-KI),1.28,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Montenegro,2025,sci,Rangspanne (alle),43–55,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Montenegro,2025,read,Mittelwert,418.4,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Montenegro,2025,read,SE (aus 95-%-KI),1.28,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Montenegro,2025,read,Rangspanne (alle),42–51,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Montenegro,2025,math,Mittelwert,411.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Montenegro,2025,math,SE (aus 95-%-KI),1.02,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Montenegro,2025,math,Rangspanne (alle),47–60,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Montenegro,2025,cps,Mittelwert,423.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Montenegro,2025,cps,SE (aus 95-%-KI),1.53,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Montenegro,2025,cps,Rangspanne (alle),61–68,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Montenegro,2025,sci,P10,322.2,OFFICIAL_STATLINK,Figure I.2.1,
M302,Montenegro,2025,sci,P25,371.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Montenegro,2025,sci,P50,433.9,OFFICIAL_STATLINK,Figure I.2.1,
M302,Montenegro,2025,sci,P75,496.2,OFFICIAL_STATLINK,Figure I.2.1,
M302,Montenegro,2025,sci,P90,550.1,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Montenegro,2025,sci,P90−P10,227.9,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Montenegro,2025,sci,unter Stufe 2 (%),39.8,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Montenegro,2025,sci,Stufe 5–6 (%),1.2,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302,Montenegro,2022→2025,sci,Veränderung (sig.),32.1,OFFICIAL_STATLINK,Table I.2.6,
M302,Montenegro,2022→2025,read,Veränderung (sig.),13.4,OFFICIAL_STATLINK,Table I.2.6,
M302,Montenegro,2022→2025,math,Veränderung (sig.),5.5,OFFICIAL_STATLINK,Table I.2.6,
M302,Montenegro,10 Jahre,sci,Dezennaltrend (sig.),16.4,OFFICIAL_STATLINK,Table I.2.9,
M302,Montenegro,10 Jahre,read,Dezennaltrend (sig.),-12.9,OFFICIAL_STATLINK,Table I.2.9,
M302,Montenegro,10 Jahre,math,Dezennaltrend (sig.),-14.2,OFFICIAL_STATLINK,Table I.2.9,
M302/M301,Albania,2025,sci,Mittelwert,434.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Albania,2025,sci,SE (aus 95-%-KI),2.81,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Albania,2025,sci,Rangspanne (alle),42–58,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Albania,2025,read,Mittelwert,407.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Albania,2025,read,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Albania,2025,read,Rangspanne (alle),47–57,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Albania,2025,math,Mittelwert,432.8,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Albania,2025,math,SE (aus 95-%-KI),2.81,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Albania,2025,math,Rangspanne (alle),40–48,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Albania,2025,cps,Mittelwert,437.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Albania,2025,cps,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Albania,2025,cps,Rangspanne (alle),54–65,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Albania,2025,sci,P10,332.4,OFFICIAL_STATLINK,Figure I.2.1,
M302,Albania,2025,sci,P25,379.1,OFFICIAL_STATLINK,Figure I.2.1,
M302,Albania,2025,sci,P50,433.6,OFFICIAL_STATLINK,Figure I.2.1,
M302,Albania,2025,sci,P75,488.5,OFFICIAL_STATLINK,Figure I.2.1,
M302,Albania,2025,sci,P90,538.1,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Albania,2025,sci,P90−P10,205.6,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Albania,2025,sci,unter Stufe 2 (%),38.5,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Albania,2025,sci,Stufe 5–6 (%),0.6,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302/M301,Qatar,2025,sci,Mittelwert,434.4,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Qatar,2025,sci,SE (aus 95-%-KI),1.28,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Qatar,2025,sci,Rangspanne (alle),43–56,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Qatar,2025,read,Mittelwert,418.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Qatar,2025,read,SE (aus 95-%-KI),1.53,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Qatar,2025,read,Rangspanne (alle),42–51,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Qatar,2025,math,Mittelwert,416.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Qatar,2025,math,SE (aus 95-%-KI),1.28,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Qatar,2025,math,Rangspanne (alle),46–59,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Qatar,2025,cps,Mittelwert,452.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Qatar,2025,cps,SE (aus 95-%-KI),1.53,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Qatar,2025,cps,Rangspanne (alle),47–55,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Qatar,2025,sci,P10,306.9,OFFICIAL_STATLINK,Figure I.2.1,
M302,Qatar,2025,sci,P25,358.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Qatar,2025,sci,P50,429.4,OFFICIAL_STATLINK,Figure I.2.1,
M302,Qatar,2025,sci,P75,505.2,OFFICIAL_STATLINK,Figure I.2.1,
M302,Qatar,2025,sci,P90,570.7,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Qatar,2025,sci,P90−P10,263.8,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Qatar,2025,sci,unter Stufe 2 (%),42.9,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Qatar,2025,sci,Stufe 5–6 (%),2.7,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302,Qatar,2022→2025,sci,Veränderung (n. s.),2.0,OFFICIAL_STATLINK,Table I.2.6,
M302,Qatar,2022→2025,read,Veränderung (n. s.),-1.3,OFFICIAL_STATLINK,Table I.2.6,
M302,Qatar,2022→2025,math,Veränderung (n. s.),2.1,OFFICIAL_STATLINK,Table I.2.6,
M302,Qatar,10 Jahre,sci,Dezennaltrend (sig.),19.1,OFFICIAL_STATLINK,Table I.2.9,
M302,Qatar,10 Jahre,read,Dezennaltrend (sig.),18.1,OFFICIAL_STATLINK,Table I.2.9,
M302,Qatar,10 Jahre,math,Dezennaltrend (sig.),11.8,OFFICIAL_STATLINK,Table I.2.9,
M302/M301,Greece,2025,sci,Mittelwert,434.3,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Greece,2025,sci,SE (aus 95-%-KI),2.81,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Greece,2025,sci,Rangspanne (alle),42–60,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Greece,2025,read,Mittelwert,422.7,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Greece,2025,read,SE (aus 95-%-KI),3.32,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Greece,2025,read,Rangspanne (alle),37–51,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Greece,2025,math,Mittelwert,423.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Greece,2025,math,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Greece,2025,math,Rangspanne (alle),43–53,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Greece,2025,cps,Mittelwert,461.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Greece,2025,cps,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Greece,2025,cps,Rangspanne (alle),43–52,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Greece,2025,sci,P10,315.7,OFFICIAL_STATLINK,Figure I.2.1,
M302,Greece,2025,sci,P25,367.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Greece,2025,sci,P50,432.0,OFFICIAL_STATLINK,Figure I.2.1,
M302,Greece,2025,sci,P75,498.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Greece,2025,sci,P90,557.2,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Greece,2025,sci,P90−P10,241.5,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Greece,2025,sci,unter Stufe 2 (%),41.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Greece,2025,sci,Stufe 5–6 (%),1.4,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302,Greece,2022→2025,sci,Veränderung (n. s.),-6.5,OFFICIAL_STATLINK,Table I.2.6,
M302,Greece,2022→2025,read,Veränderung (sig.),-15.8,OFFICIAL_STATLINK,Table I.2.6,
M302,Greece,2022→2025,math,Veränderung (n. s.),-6.3,OFFICIAL_STATLINK,Table I.2.6,
M302,Greece,10 Jahre,sci,Dezennaltrend (sig.),-21.5,OFFICIAL_STATLINK,Table I.2.9,
M302,Greece,10 Jahre,read,Dezennaltrend (sig.),-44.8,OFFICIAL_STATLINK,Table I.2.9,
M302,Greece,10 Jahre,math,Dezennaltrend (sig.),-33.0,OFFICIAL_STATLINK,Table I.2.9,
M302/M301,Thailand,2025,sci,Mittelwert,432.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Thailand,2025,sci,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Thailand,2025,sci,Rangspanne (alle),43–60,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Thailand,2025,read,Mittelwert,391.8,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Thailand,2025,read,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Thailand,2025,read,Rangspanne (alle),55–67,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Thailand,2025,math,Mittelwert,406.8,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Thailand,2025,math,SE (aus 95-%-KI),2.81,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Thailand,2025,math,Rangspanne (alle),49–62,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Thailand,2025,cps,Mittelwert,476.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Thailand,2025,cps,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Thailand,2025,cps,Rangspanne (alle),38–43,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Thailand,2025,sci,P10,330.2,OFFICIAL_STATLINK,Figure I.2.1,
M302,Thailand,2025,sci,P25,374.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Thailand,2025,sci,P50,428.4,OFFICIAL_STATLINK,Figure I.2.1,
M302,Thailand,2025,sci,P75,487.0,OFFICIAL_STATLINK,Figure I.2.1,
M302,Thailand,2025,sci,P90,540.7,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Thailand,2025,sci,P90−P10,210.5,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Thailand,2025,sci,unter Stufe 2 (%),41.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Thailand,2025,sci,Stufe 5–6 (%),0.8,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302,Thailand,2022→2025,sci,Veränderung (sig.),23.0,OFFICIAL_STATLINK,Table I.2.6,
M302,Thailand,2022→2025,read,Veränderung (sig.),13.2,OFFICIAL_STATLINK,Table I.2.6,
M302,Thailand,2022→2025,math,Veränderung (sig.),12.8,OFFICIAL_STATLINK,Table I.2.6,
M302,Thailand,10 Jahre,sci,Dezennaltrend (n. s.),3.7,OFFICIAL_STATLINK,Table I.2.9,
M302,Thailand,10 Jahre,read,Dezennaltrend (sig.),-19.8,OFFICIAL_STATLINK,Table I.2.9,
M302,Thailand,10 Jahre,math,Dezennaltrend (sig.),-16.0,OFFICIAL_STATLINK,Table I.2.9,
M302/M301,Serbia,2025,sci,Mittelwert,429.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Serbia,2025,sci,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Serbia,2025,sci,Rangspanne (alle),46–62,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Serbia,2025,read,Mittelwert,414.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Serbia,2025,read,SE (aus 95-%-KI),3.32,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Serbia,2025,read,Rangspanne (alle),42–56,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Serbia,2025,math,Mittelwert,416.7,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Serbia,2025,math,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Serbia,2025,math,Rangspanne (alle),46–59,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Serbia,2025,cps,Mittelwert,437.5,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Serbia,2025,cps,SE (aus 95-%-KI),3.32,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Serbia,2025,cps,Rangspanne (alle),54–65,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Serbia,2025,sci,P10,312.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Serbia,2025,sci,P25,362.4,OFFICIAL_STATLINK,Figure I.2.1,
M302,Serbia,2025,sci,P50,426.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Serbia,2025,sci,P75,492.7,OFFICIAL_STATLINK,Figure I.2.1,
M302,Serbia,2025,sci,P90,548.9,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Serbia,2025,sci,P90−P10,236.1,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Serbia,2025,sci,unter Stufe 2 (%),43.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Serbia,2025,sci,Stufe 5–6 (%),1.2,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302,Serbia,2022→2025,sci,Veränderung (sig.),-18.5,OFFICIAL_STATLINK,Table I.2.6,
M302,Serbia,2022→2025,read,Veränderung (sig.),-25.8,OFFICIAL_STATLINK,Table I.2.6,
M302,Serbia,2022→2025,math,Veränderung (sig.),-23.1,OFFICIAL_STATLINK,Table I.2.6,
M302,Serbia,10 Jahre,sci,Dezennaltrend (n. s.),-13.7,OFFICIAL_STATLINK,Table I.2.9,
M302,Serbia,10 Jahre,read,Dezennaltrend (sig.),-33.5,OFFICIAL_STATLINK,Table I.2.9,
M302,Serbia,10 Jahre,math,Dezennaltrend (sig.),-43.8,OFFICIAL_STATLINK,Table I.2.9,
M302/M301,Romania,2025,sci,Mittelwert,424.7,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Romania,2025,sci,SE (aus 95-%-KI),4.08,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Romania,2025,sci,Rangspanne (alle),47–65,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Romania,2025,read,Mittelwert,412.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Romania,2025,read,SE (aus 95-%-KI),4.08,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Romania,2025,read,Rangspanne (alle),42–57,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Romania,2025,math,Mittelwert,419.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Romania,2025,math,SE (aus 95-%-KI),4.59,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Romania,2025,math,Rangspanne (alle),43–60,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Romania,2025,cps,Mittelwert,442.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Romania,2025,cps,SE (aus 95-%-KI),4.08,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Romania,2025,cps,Rangspanne (alle),49–61,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Romania,2025,sci,P10,296.2,OFFICIAL_STATLINK,Figure I.2.1,
M302,Romania,2025,sci,P25,350.0,OFFICIAL_STATLINK,Figure I.2.1,
M302,Romania,2025,sci,P50,421.3,OFFICIAL_STATLINK,Figure I.2.1,
M302,Romania,2025,sci,P75,496.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Romania,2025,sci,P90,559.0,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Romania,2025,sci,P90−P10,262.8,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Romania,2025,sci,unter Stufe 2 (%),45.8,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Romania,2025,sci,Stufe 5–6 (%),1.8,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302,Romania,2022→2025,sci,Veränderung (n. s.),-2.8,OFFICIAL_STATLINK,Table I.2.6,
M302,Romania,2022→2025,read,Veränderung (sig.),-15.5,OFFICIAL_STATLINK,Table I.2.6,
M302,Romania,2022→2025,math,Veränderung (n. s.),-8.6,OFFICIAL_STATLINK,Table I.2.6,
M302,Romania,10 Jahre,sci,Dezennaltrend (n. s.),-8.2,OFFICIAL_STATLINK,Table I.2.9,
M302,Romania,10 Jahre,read,Dezennaltrend (sig.),-17.5,OFFICIAL_STATLINK,Table I.2.9,
M302,Romania,10 Jahre,math,Dezennaltrend (sig.),-22.1,OFFICIAL_STATLINK,Table I.2.9,
M302/M301,Mongolia,2025,sci,Mittelwert,424.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Mongolia,2025,sci,SE (aus 95-%-KI),2.04,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Mongolia,2025,sci,Rangspanne (alle),50–64,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Mongolia,2025,read,Mittelwert,374.3,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Mongolia,2025,read,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Mongolia,2025,read,Rangspanne (alle),67–74,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Mongolia,2025,math,Mittelwert,418.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Mongolia,2025,math,SE (aus 95-%-KI),2.3,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Mongolia,2025,math,Rangspanne (alle),46–58,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Mongolia,2025,cps,Mittelwert,443.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Mongolia,2025,cps,SE (aus 95-%-KI),2.04,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Mongolia,2025,cps,Rangspanne (alle),51–61,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Mongolia,2025,sci,P10,319.0,OFFICIAL_STATLINK,Figure I.2.1,
M302,Mongolia,2025,sci,P25,367.2,OFFICIAL_STATLINK,Figure I.2.1,
M302,Mongolia,2025,sci,P50,424.5,OFFICIAL_STATLINK,Figure I.2.1,
M302,Mongolia,2025,sci,P75,480.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Mongolia,2025,sci,P90,529.0,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Mongolia,2025,sci,P90−P10,210.1,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Mongolia,2025,sci,unter Stufe 2 (%),43.1,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Mongolia,2025,sci,Stufe 5–6 (%),0.3,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302,Mongolia,2022→2025,sci,Veränderung (sig.),11.7,OFFICIAL_STATLINK,Table I.2.6,
M302,Mongolia,2022→2025,read,Veränderung (n. s.),-4.2,OFFICIAL_STATLINK,Table I.2.6,
M302,Mongolia,2022→2025,math,Veränderung (n. s.),-6.0,OFFICIAL_STATLINK,Table I.2.6,
M302/M301,Costa Rica,2025,sci,Mittelwert,424.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Costa Rica,2025,sci,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Costa Rica,2025,sci,Rangspanne (alle),50–64,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Costa Rica,2025,read,Mittelwert,416.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Costa Rica,2025,read,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Costa Rica,2025,read,Rangspanne (alle),42–55,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Costa Rica,2025,math,Mittelwert,387.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Costa Rica,2025,math,SE (aus 95-%-KI),2.3,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Costa Rica,2025,math,Rangspanne (alle),63–71,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Costa Rica,2025,cps,Mittelwert,451.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Costa Rica,2025,cps,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Costa Rica,2025,cps,Rangspanne (alle),47–56,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Costa Rica,2025,sci,P10,325.0,OFFICIAL_STATLINK,Figure I.2.1,
M302,Costa Rica,2025,sci,P25,368.4,OFFICIAL_STATLINK,Figure I.2.1,
M302,Costa Rica,2025,sci,P50,421.0,OFFICIAL_STATLINK,Figure I.2.1,
M302,Costa Rica,2025,sci,P75,477.0,OFFICIAL_STATLINK,Figure I.2.1,
M302,Costa Rica,2025,sci,P90,528.3,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Costa Rica,2025,sci,P90−P10,203.4,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Costa Rica,2025,sci,unter Stufe 2 (%),44.4,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Costa Rica,2025,sci,Stufe 5–6 (%),0.4,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302,Costa Rica,2022→2025,sci,Veränderung (sig.),13.0,OFFICIAL_STATLINK,Table I.2.6,
M302,Costa Rica,2022→2025,read,Veränderung (n. s.),0.8,OFFICIAL_STATLINK,Table I.2.6,
M302,Costa Rica,2022→2025,math,Veränderung (n. s.),2.5,OFFICIAL_STATLINK,Table I.2.6,
M302,Costa Rica,10 Jahre,sci,Dezennaltrend (n. s.),2.2,OFFICIAL_STATLINK,Table I.2.9,
